Exercicio;UP_Cod;UP_Sigla;Programa_Cod;titulo_programa_45;Objetivo;Acao_Cod;titulo_acao_45;Finalidade;Produto_Cod;Produto_Titulo_80;Produto_Unid_de_Medida_45;meta_adequada;realizado_exercicio;porcentagem;Periodo;liquidacao;liquidacao_total_quad;Liquidacao_Atual;status;chave1;chave2
2020;1010;ALERJ;136;Gestão Legislativa; Atender aos Municípios e Órgãos do Estado através de recursos financeiros e materiais.;5441;Edific, Impl e Recuper das Unid Adm da ALERJ;Promover a realização, por meio do Fundo Especial da ALERJ, de obra de edificação, implantação e recuperação física da nova sede da ALERJ.;2918;Unidade administrativa reformada;unidade;0.25;0.25;1.000000;3º Quadrimestre;142990649;318486620;318486620;concluída ou acima da meta;20200136544129183º Quadrimestre;2,02001E+11
2020;1010;ALERJ;136;Gestão Legislativa; Atender aos Municípios e Órgãos do Estado através de recursos financeiros e materiais.;5441;Edific, Impl e Recuper das Unid Adm da ALERJ;Promover a realização, por meio do Fundo Especial da ALERJ, de obra de edificação, implantação e recuperação física da nova sede da ALERJ.;4009;Unidade administrativa equipada;unidade;0.25;0.25;1.000000;3º Quadrimestre;142990649;318486620;318486620;concluída ou acima da meta;20200136544140093º Quadrimestre;2,02001E+11
2020;1010;ALERJ;136;Gestão Legislativa; Atender aos Municípios e Órgãos do Estado através de recursos financeiros e materiais.;5441;Edific, Impl e Recuper das Unid Adm da ALERJ;Promover a realização, por meio do Fundo Especial da ALERJ, de obra de edificação, implantação e recuperação física da nova sede da ALERJ.;5290;Unidade administrativa construída;unidade;0.25;0.25;1.000000;3º Quadrimestre;142990649;318486620;318486620;concluída ou acima da meta;20200136544152903º Quadrimestre;2,02001E+11
2020;2010;TCE-RJ;137;Controle Externo;Dotar o Tribunal de Contas de condições adequadas para exercer suas atividades de controle externo, com qualidade e de forma eficaz,  de acordo com as competências estabelecidas na Constituição Estadual, nas Leis Complementares nº 63/90 e 101/00, e outras legislações pertinentes.;2960;Ações de Planejamento e Suporte Institucional;Assegurar, por meio de ações de planejamento, orçamento e suporte administrativo, que o Tribunal de Contas tenha condições de realizar sua atividade fim com eficiência, eficácia, economicidade e efetividade.;2547;Concurso público realizado;unidade;0.00;0.00;NULL;3º Quadrimestre;2670107441;6096565283;6096565283;sem meta;20200137296025473º Quadrimestre;2,02001E+11
2020;2010;TCE-RJ;137;Controle Externo;Dotar o Tribunal de Contas de condições adequadas para exercer suas atividades de controle externo, com qualidade e de forma eficaz,  de acordo com as competências estabelecidas na Constituição Estadual, nas Leis Complementares nº 63/90 e 101/00, e outras legislações pertinentes.;2003;Controle Ext Gestão e Aplic Recursos Públicos;Controlar, mediante acompanhamento, avaliação e fiscalização, a gestão de recursos públicos dos entes jurisdicionados quanto à economicidade, conformidade, legalidade e legitimidade da gestão orçamentária, financeira, patrimonial, contábil e operacional.;5203;Processo apreciado/julgado em plenário;unidade;120000.00;142534.00;1.187783;3º Quadrimestre;13047077;26272399;26272399;concluída ou acima da meta;20200137200352033º Quadrimestre;2,02001E+11
2020;2010;TCE-RJ;137;Controle Externo;Dotar o Tribunal de Contas de condições adequadas para exercer suas atividades de controle externo, com qualidade e de forma eficaz,  de acordo com as competências estabelecidas na Constituição Estadual, nas Leis Complementares nº 63/90 e 101/00, e outras legislações pertinentes.;2003;Controle Ext Gestão e Aplic Recursos Públicos;Controlar, mediante acompanhamento, avaliação e fiscalização, a gestão de recursos públicos dos entes jurisdicionados quanto à economicidade, conformidade, legalidade e legitimidade da gestão orçamentária, financeira, patrimonial, contábil e operacional.;6214;Instrução técnica realizada ;unidade;39000.00;42496.00;1.089641;3º Quadrimestre;13047077;26272399;26272399;concluída ou acima da meta;20200137200362143º Quadrimestre;2,02001E+11
2020;2010;TCE-RJ;137;Controle Externo;Dotar o Tribunal de Contas de condições adequadas para exercer suas atividades de controle externo, com qualidade e de forma eficaz,  de acordo com as competências estabelecidas na Constituição Estadual, nas Leis Complementares nº 63/90 e 101/00, e outras legislações pertinentes.;2003;Controle Ext Gestão e Aplic Recursos Públicos;Controlar, mediante acompanhamento, avaliação e fiscalização, a gestão de recursos públicos dos entes jurisdicionados quanto à economicidade, conformidade, legalidade e legitimidade da gestão orçamentária, financeira, patrimonial, contábil e operacional.;6216;Certidão emitida ;unidade;290.00;318.00;1.096552;3º Quadrimestre;13047077;26272399;26272399;concluída ou acima da meta;20200137200362163º Quadrimestre;2,02001E+11
2020;2010;TCE-RJ;137;Controle Externo;Dotar o Tribunal de Contas de condições adequadas para exercer suas atividades de controle externo, com qualidade e de forma eficaz,  de acordo com as competências estabelecidas na Constituição Estadual, nas Leis Complementares nº 63/90 e 101/00, e outras legislações pertinentes.;2003;Controle Ext Gestão e Aplic Recursos Públicos;Controlar, mediante acompanhamento, avaliação e fiscalização, a gestão de recursos públicos dos entes jurisdicionados quanto à economicidade, conformidade, legalidade e legitimidade da gestão orçamentária, financeira, patrimonial, contábil e operacional.;6217;Parecer emitido pelo Ministério Público Especial do TCE-RJ ;unidade;35000.00;32658.00;0.933086;3º Quadrimestre;13047077;26272399;26272399;com realização;20200137200362173º Quadrimestre;2,02001E+11
2020;2010;TCE-RJ;137;Controle Externo;Dotar o Tribunal de Contas de condições adequadas para exercer suas atividades de controle externo, com qualidade e de forma eficaz,  de acordo com as competências estabelecidas na Constituição Estadual, nas Leis Complementares nº 63/90 e 101/00, e outras legislações pertinentes.;2960;Ações de Planejamento e Suporte Institucional;Assegurar, por meio de ações de planejamento, orçamento e suporte administrativo, que o Tribunal de Contas tenha condições de realizar sua atividade fim com eficiência, eficácia, economicidade e efetividade.;6225;Centro de Controle implantado ;unidade;0.60;0.10;0.166667;3º Quadrimestre;2670107441;6096565283;6096565283;com realização;20200137296062253º Quadrimestre;2,02001E+11
2020;2010;TCE-RJ;137;Controle Externo;Dotar o Tribunal de Contas de condições adequadas para exercer suas atividades de controle externo, com qualidade e de forma eficaz,  de acordo com as competências estabelecidas na Constituição Estadual, nas Leis Complementares nº 63/90 e 101/00, e outras legislações pertinentes.;8284;Gestão da Tecnologia da Informação do TCE-RJ;Prover o TCE-RJ de soluções de Hardware (equipamentos) e Software (sistemas) que possibilitem a realização de um controle externo tempestivo, eficiente e econômico.;5204;Projeto de Tecnologia da Informação implantado;unidade;4.00;3.00;0.750000;3º Quadrimestre;224095293;427391357;427391357;com realização;20200137828452043º Quadrimestre;2,02001E+11
2020;2010;TCE-RJ;137;Controle Externo;Dotar o Tribunal de Contas de condições adequadas para exercer suas atividades de controle externo, com qualidade e de forma eficaz,  de acordo com as competências estabelecidas na Constituição Estadual, nas Leis Complementares nº 63/90 e 101/00, e outras legislações pertinentes.;2003;Controle Ext Gestão e Aplic Recursos Públicos;Controlar, mediante acompanhamento, avaliação e fiscalização, a gestão de recursos públicos dos entes jurisdicionados quanto à economicidade, conformidade, legalidade e legitimidade da gestão orçamentária, financeira, patrimonial, contábil e operacional.;3437;Auditoria governamental realizada;unidade;500.00;569.00;1.138000;3º Quadrimestre;13047077;26272399;26272399;concluída ou acima da meta;20200137200334373º Quadrimestre;2,02001E+11
2020;2010;TCE-RJ;137;Controle Externo;Dotar o Tribunal de Contas de condições adequadas para exercer suas atividades de controle externo, com qualidade e de forma eficaz,  de acordo com as competências estabelecidas na Constituição Estadual, nas Leis Complementares nº 63/90 e 101/00, e outras legislações pertinentes.;2003;Controle Ext Gestão e Aplic Recursos Públicos;Controlar, mediante acompanhamento, avaliação e fiscalização, a gestão de recursos públicos dos entes jurisdicionados quanto à economicidade, conformidade, legalidade e legitimidade da gestão orçamentária, financeira, patrimonial, contábil e operacional.;5084;Estudo socioeconômico elaborado;unidade;1.00;1.00;1.000000;3º Quadrimestre;13047077;26272399;26272399;concluída ou acima da meta;20200137200350843º Quadrimestre;2,02001E+11
2020;2010;TCE-RJ;137;Controle Externo;Dotar o Tribunal de Contas de condições adequadas para exercer suas atividades de controle externo, com qualidade e de forma eficaz,  de acordo com as competências estabelecidas na Constituição Estadual, nas Leis Complementares nº 63/90 e 101/00, e outras legislações pertinentes.;2899;Gestão Socioambiental do TCE-RJ;Promover a política socioambiental do TCE-RJ, tutorando o patrimônio ambiental por meio do aprimoramento de ações de responsabilidade social, econômica e ambiental da instituição, visando uma gestão sustentável através da racionalização e do consumo consciente de materiais e serviços.;5206;Evento/iniciativa ambiental implantada;unidade;7.00;0.00;0.000000;3º Quadrimestre;207190;344910;344910;sem realização;20200137289952063º Quadrimestre;2,02001E+11
2020;2010;TCE-RJ;137;Controle Externo;Dotar o Tribunal de Contas de condições adequadas para exercer suas atividades de controle externo, com qualidade e de forma eficaz,  de acordo com as competências estabelecidas na Constituição Estadual, nas Leis Complementares nº 63/90 e 101/00, e outras legislações pertinentes.;2960;Ações de Planejamento e Suporte Institucional;Assegurar, por meio de ações de planejamento, orçamento e suporte administrativo, que o Tribunal de Contas tenha condições de realizar sua atividade fim com eficiência, eficácia, economicidade e efetividade.;4009;Unidade administrativa equipada;unidade;0.75;0.00;0.000000;3º Quadrimestre;2670107441;6096565283;6096565283;sem realização;20200137296040093º Quadrimestre;2,02001E+11
2020;2010;TCE-RJ;137;Controle Externo;Dotar o Tribunal de Contas de condições adequadas para exercer suas atividades de controle externo, com qualidade e de forma eficaz,  de acordo com as competências estabelecidas na Constituição Estadual, nas Leis Complementares nº 63/90 e 101/00, e outras legislações pertinentes.;8284;Gestão da Tecnologia da Informação do TCE-RJ;Prover o TCE-RJ de soluções de Hardware (equipamentos) e Software (sistemas) que possibilitem a realização de um controle externo tempestivo, eficiente e econômico.;4009;Unidade administrativa equipada;unidade;1.00;0.20;0.200000;3º Quadrimestre;224095293;427391357;427391357;com realização;20200137828440093º Quadrimestre;2,02001E+11
2020;2010;TCE-RJ;137;Controle Externo;Dotar o Tribunal de Contas de condições adequadas para exercer suas atividades de controle externo, com qualidade e de forma eficaz,  de acordo com as competências estabelecidas na Constituição Estadual, nas Leis Complementares nº 63/90 e 101/00, e outras legislações pertinentes.;1002;Modernização das Instalações do TCE-RJ;Reformar e modernizar as instalações físicas do Tribunal de Contas, a fim de adequá-las às modernas normas de segurança e às evoluções tecnológicas.;2918;Unidade administrativa reformada;unidade;1.00;0.00;0.000000;3º Quadrimestre;5278680;20174366;20174366;sem realização;20200137100229183º Quadrimestre;2,02001E+11
2020;2010;TCE-RJ;137;Controle Externo;Dotar o Tribunal de Contas de condições adequadas para exercer suas atividades de controle externo, com qualidade e de forma eficaz,  de acordo com as competências estabelecidas na Constituição Estadual, nas Leis Complementares nº 63/90 e 101/00, e outras legislações pertinentes.;1002;Modernização das Instalações do TCE-RJ;Reformar e modernizar as instalações físicas do Tribunal de Contas, a fim de adequá-las às modernas normas de segurança e às evoluções tecnológicas.;4009;Unidade administrativa equipada;unidade;1.00;0.00;0.000000;3º Quadrimestre;5278680;20174366;20174366;sem realização;20200137100240093º Quadrimestre;2,02001E+11
2020;2010;TCE-RJ;137;Controle Externo;Dotar o Tribunal de Contas de condições adequadas para exercer suas atividades de controle externo, com qualidade e de forma eficaz,  de acordo com as competências estabelecidas na Constituição Estadual, nas Leis Complementares nº 63/90 e 101/00, e outras legislações pertinentes.;2015;Modernização do Controle Externo do TCE-RJ;Modernizar, aparelhar e informatizar o Tribunal de Contas.;2547;Concurso público realizado;unidade;1.00;0.00;0.000000;3º Quadrimestre;34079940;232687599;232687599;sem realização;20200137201525473º Quadrimestre;2,02001E+11
2020;2010;TCE-RJ;137;Controle Externo;Dotar o Tribunal de Contas de condições adequadas para exercer suas atividades de controle externo, com qualidade e de forma eficaz,  de acordo com as competências estabelecidas na Constituição Estadual, nas Leis Complementares nº 63/90 e 101/00, e outras legislações pertinentes.;2015;Modernização do Controle Externo do TCE-RJ;Modernizar, aparelhar e informatizar o Tribunal de Contas.;5204;Projeto de Tecnologia da Informação implantado;unidade;1.00;1.00;1.000000;3º Quadrimestre;34079940;232687599;232687599;concluída ou acima da meta;20200137201552043º Quadrimestre;2,02001E+11
2020;2010;TCE-RJ;137;Controle Externo;Dotar o Tribunal de Contas de condições adequadas para exercer suas atividades de controle externo, com qualidade e de forma eficaz,  de acordo com as competências estabelecidas na Constituição Estadual, nas Leis Complementares nº 63/90 e 101/00, e outras legislações pertinentes.;2913;Capacitação Técnico-profissional;Promover o desenvolvimento técnico-profissional dos servidores do TCE-RJ, dos seus Órgãos Jurisdicionados e da Sociedade de forma geral, bem como a geração, a gestão e a disseminação do conhecimento.;6227;Aluno capacitado por meio do ensino à distância – EAD ;unidade;22500.00;56651.00;2.517822;3º Quadrimestre;7135691;31377071;31377071;concluída ou acima da meta;20200137291362273º Quadrimestre;2,02001E+11
2020;2010;TCE-RJ;137;Controle Externo;Dotar o Tribunal de Contas de condições adequadas para exercer suas atividades de controle externo, com qualidade e de forma eficaz,  de acordo com as competências estabelecidas na Constituição Estadual, nas Leis Complementares nº 63/90 e 101/00, e outras legislações pertinentes.;2913;Capacitação Técnico-profissional;Promover o desenvolvimento técnico-profissional dos servidores do TCE-RJ, dos seus Órgãos Jurisdicionados e da Sociedade de forma geral, bem como a geração, a gestão e a disseminação do conhecimento.;6228;Aluno certificado em Pós-Graduação Lato Sensu pela ECG;unidade;29.00;0.00;0.000000;3º Quadrimestre;7135691;31377071;31377071;sem realização;20200137291362283º Quadrimestre;2,02001E+11
2020;2010;TCE-RJ;137;Controle Externo;Dotar o Tribunal de Contas de condições adequadas para exercer suas atividades de controle externo, com qualidade e de forma eficaz,  de acordo com as competências estabelecidas na Constituição Estadual, nas Leis Complementares nº 63/90 e 101/00, e outras legislações pertinentes.;2913;Capacitação Técnico-profissional;Promover o desenvolvimento técnico-profissional dos servidores do TCE-RJ, dos seus Órgãos Jurisdicionados e da Sociedade de forma geral, bem como a geração, a gestão e a disseminação do conhecimento.;6229;Aluno certificado em Pós-Graduação Lato Sensu patrocinada pela ECG;unidade;10.00;7.00;0.700000;3º Quadrimestre;7135691;31377071;31377071;com realização;20200137291362293º Quadrimestre;2,02001E+11
2020;2010;TCE-RJ;137;Controle Externo;Dotar o Tribunal de Contas de condições adequadas para exercer suas atividades de controle externo, com qualidade e de forma eficaz,  de acordo com as competências estabelecidas na Constituição Estadual, nas Leis Complementares nº 63/90 e 101/00, e outras legislações pertinentes.;2913;Capacitação Técnico-profissional;Promover o desenvolvimento técnico-profissional dos servidores do TCE-RJ, dos seus Órgãos Jurisdicionados e da Sociedade de forma geral, bem como a geração, a gestão e a disseminação do conhecimento.;6231;Aluno certificado em Pós-Graduação Stricto Sensu patrocinada pela ECG;unidade;1.00;1.00;1.000000;3º Quadrimestre;7135691;31377071;31377071;concluída ou acima da meta;20200137291362313º Quadrimestre;2,02001E+11
2020;2010;TCE-RJ;137;Controle Externo;Dotar o Tribunal de Contas de condições adequadas para exercer suas atividades de controle externo, com qualidade e de forma eficaz,  de acordo com as competências estabelecidas na Constituição Estadual, nas Leis Complementares nº 63/90 e 101/00, e outras legislações pertinentes.;2913;Capacitação Técnico-profissional;Promover o desenvolvimento técnico-profissional dos servidores do TCE-RJ, dos seus Órgãos Jurisdicionados e da Sociedade de forma geral, bem como a geração, a gestão e a disseminação do conhecimento.;6234;Aluno capacitado na ECG;unidade;9000.00;824.00;0.091556;3º Quadrimestre;7135691;31377071;31377071;com realização;20200137291362343º Quadrimestre;2,02001E+11
2020;2010;TCE-RJ;137;Controle Externo;Dotar o Tribunal de Contas de condições adequadas para exercer suas atividades de controle externo, com qualidade e de forma eficaz,  de acordo com as competências estabelecidas na Constituição Estadual, nas Leis Complementares nº 63/90 e 101/00, e outras legislações pertinentes.;2964;Apoio à Pesquisa na Administração Pública-TCE;Apoiar e fomentar a produção científica de temas relevantes na área pública.;3473;Prêmio concedido pela Escola de Contas e Gestão do TCE;unidade;1.00;0.00;0.000000;3º Quadrimestre;3750000;3750000;3750000;sem realização;20200137296434733º Quadrimestre;2,02001E+11
2020;2010;TCE-RJ;137;Controle Externo;Dotar o Tribunal de Contas de condições adequadas para exercer suas atividades de controle externo, com qualidade e de forma eficaz,  de acordo com as competências estabelecidas na Constituição Estadual, nas Leis Complementares nº 63/90 e 101/00, e outras legislações pertinentes.;2964;Apoio à Pesquisa na Administração Pública-TCE;Apoiar e fomentar a produção científica de temas relevantes na área pública.;4698;Publicação científica/tecnológica realizada;unidade;2.00;2.00;1.000000;3º Quadrimestre;3750000;3750000;3750000;concluída ou acima da meta;20200137296446983º Quadrimestre;2,02001E+11
2020;2010;TCE-RJ;137;Controle Externo;Dotar o Tribunal de Contas de condições adequadas para exercer suas atividades de controle externo, com qualidade e de forma eficaz,  de acordo com as competências estabelecidas na Constituição Estadual, nas Leis Complementares nº 63/90 e 101/00, e outras legislações pertinentes.;2964;Apoio à Pesquisa na Administração Pública-TCE;Apoiar e fomentar a produção científica de temas relevantes na área pública.;4960;Pesquisa realizada;unidade;8.00;15.00;1.875000;3º Quadrimestre;3750000;3750000;3750000;concluída ou acima da meta;20200137296449603º Quadrimestre;2,02001E+11
2020;2010;TCE-RJ;137;Controle Externo;Dotar o Tribunal de Contas de condições adequadas para exercer suas atividades de controle externo, com qualidade e de forma eficaz,  de acordo com as competências estabelecidas na Constituição Estadual, nas Leis Complementares nº 63/90 e 101/00, e outras legislações pertinentes.;2015;Modernização do Controle Externo do TCE-RJ;Modernizar, aparelhar e informatizar o Tribunal de Contas.;4009;Unidade administrativa equipada;unidade;1.00;0.45;0.450000;3º Quadrimestre;34079940;232687599;232687599;com realização;20200137201540093º Quadrimestre;2,02001E+11
2020;2010;TCE-RJ;137;Controle Externo;Dotar o Tribunal de Contas de condições adequadas para exercer suas atividades de controle externo, com qualidade e de forma eficaz,  de acordo com as competências estabelecidas na Constituição Estadual, nas Leis Complementares nº 63/90 e 101/00, e outras legislações pertinentes.;2913;Capacitação Técnico-profissional;Promover o desenvolvimento técnico-profissional dos servidores do TCE-RJ, dos seus Órgãos Jurisdicionados e da Sociedade de forma geral, bem como a geração, a gestão e a disseminação do conhecimento.;5210;Encontro / seminário realizado;unidade;15.00;55.00;3.666667;3º Quadrimestre;7135691;31377071;31377071;concluída ou acima da meta;20200137291352103º Quadrimestre;2,02001E+11
2020;2010;TCE-RJ;137;Controle Externo;Dotar o Tribunal de Contas de condições adequadas para exercer suas atividades de controle externo, com qualidade e de forma eficaz,  de acordo com as competências estabelecidas na Constituição Estadual, nas Leis Complementares nº 63/90 e 101/00, e outras legislações pertinentes.;2913;Capacitação Técnico-profissional;Promover o desenvolvimento técnico-profissional dos servidores do TCE-RJ, dos seus Órgãos Jurisdicionados e da Sociedade de forma geral, bem como a geração, a gestão e a disseminação do conhecimento.;6233;Aluno capacitado com patrocínio da ECG;unidade;130.00;12.00;0.092308;3º Quadrimestre;7135691;31377071;31377071;com realização;20200137291362333º Quadrimestre;2,02001E+11
2020;2010;TCE-RJ;137;Controle Externo;Dotar o Tribunal de Contas de condições adequadas para exercer suas atividades de controle externo, com qualidade e de forma eficaz,  de acordo com as competências estabelecidas na Constituição Estadual, nas Leis Complementares nº 63/90 e 101/00, e outras legislações pertinentes.;2913;Capacitação Técnico-profissional;Promover o desenvolvimento técnico-profissional dos servidores do TCE-RJ, dos seus Órgãos Jurisdicionados e da Sociedade de forma geral, bem como a geração, a gestão e a disseminação do conhecimento.;6235;Encontro/seminário patrocinado pela ECG;unidade;5.00;3.00;0.600000;3º Quadrimestre;7135691;31377071;31377071;com realização;20200137291362353º Quadrimestre;2,02001E+11
2020;2010;TCE-RJ;137;Controle Externo;Dotar o Tribunal de Contas de condições adequadas para exercer suas atividades de controle externo, com qualidade e de forma eficaz,  de acordo com as competências estabelecidas na Constituição Estadual, nas Leis Complementares nº 63/90 e 101/00, e outras legislações pertinentes.;2913;Capacitação Técnico-profissional;Promover o desenvolvimento técnico-profissional dos servidores do TCE-RJ, dos seus Órgãos Jurisdicionados e da Sociedade de forma geral, bem como a geração, a gestão e a disseminação do conhecimento.;6236;Aluno capacitado pelo projeto Escola Presente da ECG;unidade;1700.00;128.00;0.075294;3º Quadrimestre;7135691;31377071;31377071;com realização;20200137291362363º Quadrimestre;2,02001E+11
2020;2010;TCE-RJ;137;Controle Externo;Dotar o Tribunal de Contas de condições adequadas para exercer suas atividades de controle externo, com qualidade e de forma eficaz,  de acordo com as competências estabelecidas na Constituição Estadual, nas Leis Complementares nº 63/90 e 101/00, e outras legislações pertinentes.;1011;Edificação, Impl e Recuper Física do TCE-RJ;Reformar e modernizar as instalações físicas do Tribunal de Contas, a fim de adequá-las às modernas normas de segurança e às evoluções tecnológicas.;2918;Unidade administrativa reformada;unidade;0.75;0.00;0.000000;3º Quadrimestre;0;0;0;sem realização;20200137101129183º Quadrimestre;2,02001E+11
2020;2010;TCE-RJ;137;Controle Externo;Dotar o Tribunal de Contas de condições adequadas para exercer suas atividades de controle externo, com qualidade e de forma eficaz,  de acordo com as competências estabelecidas na Constituição Estadual, nas Leis Complementares nº 63/90 e 101/00, e outras legislações pertinentes.;1011;Edificação, Impl e Recuper Física do TCE-RJ;Reformar e modernizar as instalações físicas do Tribunal de Contas, a fim de adequá-las às modernas normas de segurança e às evoluções tecnológicas.;4009;Unidade administrativa equipada;unidade;0.75;0.00;0.000000;3º Quadrimestre;0;0;0;sem realização;20200137101140093º Quadrimestre;2,02001E+11
2020;3010;TJ;141;Efetividade da Prestação Jurisdicional;"Garantir a execução do Planejamento Estratégico do Poder Judiciário de modo a possibilitar efetivamente o atendimento à sua missão: Resolver os conflitos de interesses em tempo adequado à sua natureza, visando à pacificação social e efetividade de suas decisões.""""";1647;Construção, Ref, Inst e Seg Edificações do PJ;Garantir a infraestrutura física apropriada às atividades administrativas e judiciais, com observância aos critérios de prioridade, sustentabilidade, acessibilidade e segurança.;3460;Fórum construído;unidade;NULL;NULL;NULL;3º Quadrimestre;157210067;732997124;732997124;com realização;20200141164734603º Quadrimestre;2,02001E+11
